,A,B,label
11039,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","Nature, 529(7587):484–489, 2016.doi: 10.1038/nature16961",0
11040,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11041,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",The MLE principle maximizes the likelihood function under theempirical data distribution,0
11042,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11043,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11044,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11045,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11046,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11047,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","In the MLE principle, we only need empirical samples of
the joint distribution to maximize the likelihood function of the model given the data",0
11048,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11049,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11050,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11051,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11052,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11053,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11054,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11055,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11056,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11057,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11058,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",Our learning framework offers aprincipled way of interpreting and learning all layers of neural networks and encourages a more,0
11059,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11060,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","(2014), Dauphin & Grangier(2016))",0
11061,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","For multi-layered neural networks, each hidden layer Zlis a representation that can also be quantiﬁed in the information plane.In this experiment, we considered an odd-even decision problem in the MNIST dataset in whichthe task is to determine if the digit in an image is odd or even",0
11062,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","448–456, 2015",0
11063,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","In this aspect, we view the hidden layers of a multi-layeredneural network as a lossy representation of the data space",0
11064,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11065,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11066,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11067,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",URL http://www.jmlr.org/papers/v6/chechik05a.html.,0
11068,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11069,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11070,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","However, information encoding in the PIB is more selective as it quickly encodes more rel-evant information (it reaches higher I(Z, Y ) but in lesser number of epochs) while keeps the layersconcise at higher epochs",0
11071,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11072,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11073,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11074,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11075,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11076,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11077,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","Furthermore, the general IB framework
assumes that the joint distribution p(X, Y ) is known and does not specify concrete models.
On the other hand, the goal of the MLE principle is to match the model distribution pmodel as close
to the empirical data distribution ˆpD as possible (e.g., see Appendix I.B)",0
11078,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11079,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11080,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","For the entropy term H(Z1), we resort to empirical samples of zzz1 generated by MonteCarlo sampling to estimate the entropy:i=1",0
11081,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11082,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",Techniques for learningbinary stochastic feedforward neural networks,0
11083,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy",1
11084,"where H(Y ) = constant can be ignored in the minimization of L(Z), andptrue(yyy|zzzl)p(zzzl) log ptrue(yyy|zzzl)dyyydzzzlpD(xxx, yyy)p(zzzl|xxx) log ptrue(yyy|zzzl)dzzzldxxxdyyypD(xxx, yyy)p(zzzl|xxx) log pv(yyy|zzzl)dzzzldxxxdyyy","However, the MLE principle is very generic thatis not specially tailored for neural networks",0
